great far got item havent put test much yet sure dropped phone would stay great condition thanks case quality,1
long time fan otterbox cases didnt even look alternatives purchased new galaxy s8 protective case excellent already protected phone couple drops case allows good access curved edge phone screen belt clip seems solid holds firmly however im not thrilled side load instead top load holster really awkward remove replace phone holster plus way easy accidently not completely lock phone back thus couple times phone dropped im giving one 4 stars instead 5 due awkward side load holster,1
great addition new samsung s8 adds additional layer protection occasional drops downside added bulkiness,1
best buy representive installed otto box installation told us exactly nice touch,1
got ta great protection phone great brand,1
nice case s8 rugged 3 piece protects drops scraps dust dirt envelopes phone knowing piece mind whatever life throws,1
paying good chunk money new phone construction worker son didnt want take chances case rugged enough dont worry gotten beat little phone still scratch free,1
strong case protects sons new phone worry teenager damage phone case really helps put mind ease,1
great revues otter box protects stylish good investment,1
love defender without screen protector able use gives great protection allows full access infinity screen,1
provides essential protection s8 protruding glass screen would prefer slideinslideout holster design clipin holder released times brushing door frames things,1
familiar otter box cases always choose otter box quality otter box opinion best quality cases protection,1
every cell phone otterbox defender series case dont worry work grandkids playing games work machine shop boss took phone threw aisle work thats got turned bought nothing else,1
one great draws s8 felt hands case bit hassle get phone vr use great protector bit bulk wanted,1
great protective case expensive phone problem curves tempts glass nice also protextive sometimes doesnt recognize touch keys requires several taps taking action still good,1
cover must fits perfect like glove cant go wrong outer box gives good piece mind premium protection,1
otterbox hand great quality excellent phone protection reason giving 4 not 5 otterbox samsung galaxy s8 not come enclosed screen protection info packaging says something curve functionality screen would compromised fully encased,1
otterboxs always great cases one meets eye doesnt screen protector got plenty protection screen case drop protects phone,1
average protection no face protection need buy top side,1
used otterbox defender series cases every phone owned years hold great everyday wear even protect serious stuff like drops buy confidence dont replace pretty new smartphone first time drop,1
drop phone feel saving lifeinterruptions damage phone extrim inconvenience need,1
case fit galaxy s8 phone perfectly appears able protect drops might,1
really like case nice secure like clip wont fall dropped,1
love protection not_able use belt clip due job,1
word good protects phone slim take drop,1
offers great protection case easy get case need add sd card example,1
always trusted otterbox new galaxy s8 case gives perfect protection,1
easily use great belt clip would buy,1
otterbox defender still good protection phone wished still came front protection cover,1
protects well really plastic expensive,1
havent issues little flaps access charging audio ports bit effort somewhat redundant since s8 waterproof anyway,1
great phone case wish clear cover screen,1
typical otterbox protection falls waist height crack screen,1
inner rubber case outer harder protective case works really well,1
covers essential openings provides good shock protection,1
complaint phone not completely enclosed like previous protectors,1
case fits samsung galaxy s8 provide protection needed,1
dropped phone getting vehicle case proven one best protection,1
would given 5 stars phone stayed clip tighter,1
would given 5 stars im concerned phone comes belt clip easy,1
solid easy hold case good phone protection good price,1
case includes rubbery shell plastic case looks like good impact protection flat surface thin enough fit pocket easy install covers usb earphone jacks keep dust lint debris think good thing also belt clip havent used,1
otter box samsung galaxy works great ridge whole way around phone protection,1
case extremely durable protects phone well little larger ones believe protective,1
otterbox every phone since invention otterbox case ill ever,1
much thinnersleeker regular otter box great love son chunks phone drop everyone around gasps im cool cucumber knowing phone intact always,1
use outterbox cases phones family offers great protection phone,1
light still protective works great highly recommend otterbox,1
case easy install fits buttons recesses camera portal nicely fit good no moving around recommend price not bad either,1
really like durability feel case protective also not bulky fit pocket,1
got sons phone sale really good protection doesnt use clip makes bulky,1
cases prior phones love protects phone dropping concrete even,1
purchased son happy case,1
like case solid offers durability not bulky doesnt fit pocket,1
great fit phone love protection,1
using 3 phones time no damageever,1
used otterbox keeps phone well protected price right time purchase,1
perfect fit perfect protection life time replacement winner,1
youre looking protection case great return however little bulky,1
material sturdy strong also good grip,1
gives phone good protection easy hold,1
really hard phones case wonderful amount times dropped,1
otterbox defender case offers great protection not like otterbox not built screen protector galaxy s8,1
used box many years still best protection cell phone,1
great protector go two year old grandson,1
case good full body full protection case inner hard plastic shell definitely give shock absorption goes way around device rubber soft shell surrounds whole casing provide additional shock absorption something note move rubber shell around much warp loosen lose ability put rubber shell onto hard plastic shell makes product less durable time,1
excellent case samsung 8 great feel thinand works greati dropped phone several times already protection superbe,1
3rd otter box every phone used otter box never problem kind superior protection,1
reliable case protective handy,1
top notch phone case s8 provides superior protection s8 rest easy phone protected drops falls,1
great case not bulky provides great protection curved screen,1
could play hockey using phone puck otterbox,1
great phone cases otterbox makes best protective cases,1
perfect case protection 360 slim fit trust phones otterbox,1
excellent protection however no accept s8 cord adapter,1
great case protect phone,1
bought mom s8 always dropping phone otterbox s5 always protected drops,1
nice case good protection not bulky,1
case durable nice looking take fall really good case,1
great product good protection looks great phone good price fan otterbox,1
great case never issues brand cases go great phone protection,1
otter box always great protection still havent failed night recommend purchasing,1
loved color protection fits great pocket,1
always ano otter bot phones first without screen protector,1
case feels durable covers everything cover without getting way much sleeker older otterbox cases love dual color case fact doesnt screen built usually pull anyway use different protector screen,1
hard phones usually destroy phone year since started using otter box takes 2 years destroy phone,1
slim easy hold light weight protective,1
great protection phone no screen included case,1
otter cover phones definitely one toughest good protection phone,1
assembly simple feel good protection provide,1
even though curved phone case seems made well protect highly recomend purchasing,1
owned otterbox phone cases really like im sure one hold abuse put,1
screen sons last phone shattered insisted new phone one never problem,1
case fits phone well tell phone protected case also raises screen phone screen wont hit something break normal drop situation,1
got case girlfriends s8 works great would recommend,1
far saved husbands phone 2 times dropped 4ft height onto concrete,1
otterbox must one sleek wish color selection better,1
high quality great protection noticed little difficulty using wireless charger case,1
easy assemble overall good solid case thing didnt like lack glass protection screen seems come little overall protection case,1
liked variety colors choose gives phone great protection,1
great case definitely confident protect phone drop,1
love otterboxes phones protects best especially teenagers,1
husband loves otter phone sites,1
good protection nice color easy application use,1
bought lot phone protectors one far best one yet lightweightdurable easy clean also scratch resistance,1
used otter case last phone otter box defender seems offer better protection galaxy s8,1
product great move alot work im clumsy,1
provides complete protectionit light weightit slimeit covers whole phoneit not bulkydoes job,1
love boxit always protected new phone,1
well case pretty good protects falls covers headphone jack charging ports wont dust build favorite part problem wish u could use screen protector feel screen could get cracked theres no protection call screenless protection im not_much fan,1
hard protector color perfect sides good glass like,1
sturdy well pleased case offers excellent protection,1
type case previous galaxy phone opted,1
adapting size phone otter protective case,1
got s8 provides good protection,1
recommend hard rough jobs outdoor industry,1
great except no screen protector okay,1
cover great good protection dust bumps,1
good cover fits well material great protection easy grip,1
phone protector good investment wish otter box never stopped using protective screen covers uugghh,1
used otterbox cases several phones satisfied protection provide,1
great case work keeps dust protection,1
think always get best products money best buy best stuff,1
low profile adds look design buy wont disappointed great protection t quality su pet,1
phone protector ill owned otter box defender 5 years saved phone even fall 17 otter box even sent new case holster broke awesome customer service,1
otterbox one best phone cases 4 kids way go brand solid construction rubber edging keeps phone protected drops downside lack screen protection separate order required keep phone safe would recommend product,1
knew getting several otterbox cases including defender series best case get protection opinion dont worry no screen protector s8 screen scratchproof anything would break screen case would likely happen screen protector anyway add quite bit bulk weight phone makes easier handle without dropping,1
surprised screenless case overall pleased case protection provides someone needs belt clip otter box provides item,1
love otterbox products top notch always buy phone needs,1
not fan screenless technology thats set apart commuter series,1
drop phone every day case seems holding protecting poor phone love,1
love case protects fits phone well already dropped new phone nothing happen,1
otter boxes last 3 phones dropped many times otter protected damage,1
otterbox old cell knew protects phone well gotten best buy choose go get new one new cell knowing quality product,1
several phones great protection,1
otterbox go phone cases due track record making quality product complaint product screenless version meaning doesnt screen cover kind weird,1
case gives best protection drops withut super bulky still recommend screen protector,1
expensive phones need good case good case,1
extremely clumsy drop phone time case saved phone occasions count,1
protective case dropped phone couple times nothing happened phone,1
love case 360 protection color great holding not scratching huge since 2 girls love touch mommys phone,1
dropsies otterbox save time time past already new s8 love product,1
always love otterbox great phones would recommend product anybody worth every penny phone protection,1
sturdy not come screen protector extra pane screen exposed otter box claims still offers superior protection 3rd case trust important sidenote first 2 cases never failed,1
otter box everything said lightweight slim protects well ordered online picked store ease,1
feel good hand not bulky excellent protection,1
best buy representative showed cases many prices styles saw one confident would give protection needed phone put quite pleased look feel,1
im highly pleased phone case purchased son galaxy s8 phones otter box case galaxy s6 recently handed younger son con screenless unlike old one struggle find right tempered glass,1
far case seems good like prior versions biggest issue not screen protector like previous versions price guess less bang buck,1
nice durable cover new cell phone seems like good protection new phone nice color design,1
good people rough phones already protected mine number minor drops need buy screen protector though,1
otter great job protecting phone light weight efficient,1
box offers good surface protection phone easily dislodged belt holder belt exert little pressure case phone pop belt minimal pressure easily dislodge phone holder,1
otter box cases saved phones numerous times every new phone purchase immediately goes otter box dropped cement floor no worries,1
great far wish raised edge sides protective shield screen,1
great case holds drops not screen protector knew going not big deal dont use belt clip not comment,1
fits well protection great curved screen visible case,1
case durable attractive holds well normal use even dropping phone times no damage highly recommend,1
typically excellent otterbox defender solidly built easy use durable aware though due s8 edge feature no way build screen defender users may accustomed buy separate one zagg see review good best buy install,1
always gotten defender series otterboxes drop phone time even horses step otter box good grip decent protection not secure past models curved edge screen still decent,1
well givin fact case without glass protect falls dropped new s8 fine need also get something protect screen remember not protect screen sides back phone sure job far,1
simple great protection no screen cover put good one choice separately,1
issue defender case no longer built screen protector otterbox sells desperately 50,1
good quality product cant sacrifice quality protecting one expensive gadgets,1
slim defender series case no screen protector prefer way,1
easy assemble disassemble provides good protection maximum screen visibility,1
second otterbox deffendor owned best,1
like protection provides not bulky take use vr,1
typical otterbox defender terms protective value slimmer previous versions good thing still protective though problem people away built plastic screen protector actually see plus prefer tempered glass protectors pay extra though dropped star maybe include one,1
great price fast delivery product well designed protect phone,1
always used otterbox cases happy protection phone need bring back integrated screen protector,1
im loyal otterbox defender purchaser love quality case downfall theres no screen protector yet still provides great deal protection,1
galaxy 8 wasnt much choice clipon case seems well protect phone,1
using otter box phones incredible dropping phones 4 numerous times never damage highly recommended,1
always otter box buyer glad date new phone developments great colors awesome case protector,1
cover great protecting s8 fits perfectly isnt_real bulky highly recommend product phone,1
cant go wrong otterbox love protection provides phone never phone damaged otterbox think looks pretty great,1
fits phone good good protection like blue color,1
great case great phone holster pointless exclude make cheaper since no one uses,1
overall great case new s8 not bulky pretty slim design offers good protection,1
otter box kept phone safe drops stylish looks good,1
good protection doesnt built screen protection,1
bit upset changed design doesnt built screen protector always gotten otterbox defender overall protection offered still good protection nice comes belt clip,1
use case protection outdoor construction work great outdoor accidentally drop love,1
case provides excellent protection s8 easy install easy take phone clean,1
feel safe case phone light weight good protection,1
case gives much protection still looking really nice phone would recommend work outside always drop phone,1
great protection phone great customerservice,1
otterbox provides great protection s8 negative covers blue phone,1
bought product business otter not_available store glad like extra protection smartphone fully encased,1
would highly recommend otter box case protection samsung s8 phone feels durable well made add weight phone feels like good thing feels like protection otter box user many years tablets phones alike ivent let yet,1
could improved adding protection glass front flip cover,1
great around protection no screen cover inhibit tapping buttons port covers line function well,1
great protection stylish wish screen protector,1
love otter box phone case bought samsung s8 phone great protection looks good,1
otter box best protection phone like purple color pink trim,1
used otterbox years product one best protective cell phone cases market,1
protector perfect size not bulky,1
recommend product wireless device owners superior protection guaranteed,1
solid protection cell phone exactly wanted prevent catastrophic damage clothespin type clip nice keep phone lodging deep pocket,1
protects s8 feels comfortable hand,1
otter box really offers around protection,1
love phone case good rough work clip,1
knew buying otterbox no longer case cover satisfied protection phone case,1
good protection phone no problems yet,1
case expensive adds quite bit bulk worried phone case,1
case offers great drop protection looks great easy put remove dropped phone sidewalk walk phone case fine happy purchase,1
good producteasy gripsturdy structure tell good protection phone,1
case provides protection cell phone needed,1
otter box cover fits great offer best protection phone,1
case sturdy provides good protection phone,1
unlike otterbox defenders one not screen protectorlikely curved screenthe screen vulnerable,1
certainly provides good protection havent seriously dropped phone yet feel comfortable throwing onto soft surfaces ie grass like bumpers sides phone screen never touches table however slightly bulky beautiful infinity screen effect gets lost little also zagg plastic screen protector peels bottom case,1
wanted plenty protection phone work conditions,1
case great size not bulky,1
case sleek protective also got case sale,1
used otterbox cases protect phones years even better port covers charging easy handle one phones took serious drop good great product recommend,1
phone fits good case protects drop well,1
problem edges pick screen protector even waiting 24 hours installing protective case,1
first s8 cracked became unresponsive dropped best 25 could spend,1
phone case works great doesnt come screen protector though get separately,1
good protection easy put nice color,1
would rated 5 stars screen protector far good,1
case great thing wish screen protection not bulky good protection,1
otterbox phone cover belt clip works well dependable,1
tha case offers protection phone exception screen curvededge screen glass screen protector not offered,1
great case actual protection much slimmer older generations otterbox defenders still add bulk wanted s8,1
great case galaxy s8 great protection new phone,1
needed something quick help protect phone job far,1
good protection expensive galaxy s8 phone gives good protection sale day bought,1
great pr oduct market protect cell phone otter box company stands behind product good service,1
good phone protection awesome gets done,1
far case preformed well however worried since next nothing near screen,1
bit difficult get protects phone nicely not include screen protection,1
nice case protects well issue clip sometimes not hold phone well phone pops,1
case proved great protector new samsung galaxy s8 phone not bulky,1
otterbox make best cases lifeproof not much bulk lots protection,1
nice blue color easy install great protector far,1
love otter box products excellent protective durable,1
case protective phone works great,1
case awesome one bought daughter doesnt crack screen drop many times not scratch,1
bought fiance loves holds dropping,1
saves device scrapes scratches keeps 2 year old control,1
best protection samsung plus not cover front screen hence missing star,1
phone case good protection phone like everything,1
otterbox always best opinion perfect fit phone good protection far,1
case exactly supposed protection finest,1
great protection phone wish screen protector,1
always purchase brand durable provide protection required phone,1
product not bulky otter boxes protection equally great im glad purchased,1
always rely otterbox protect cell phones,1
doesnt add much bulk holster hip ease,1
son case dropped phone many times consistently protected phone,1
daughter thrown dropped ran big wheel no scratches,1
great protection phone theyve made much thinner still makes phone bulky heavy,1
like case carry phone pocket clip belt driving clip phone ash tray easy access,1
highly recommend otterbox defender first choice phone case sturdy keeps phone looking new,1
keeps phone nice slim still protecting also comes nice belt clip extra protection,1
ok last 3 phones samsung 1 thing common otter box defender one 1 know different need sturdy case holster otter gives secure protection phone 1 didnt come screen protection buydidnt matter love product comes warrenty,1
works great east put highly recommend wish came screen protector,1
otterbox defender phone cases two phones read negative reviews not screen protector newer modelhowever purchased based positive reviews not_disappointed much slimmer depth previous models would drop face confident rubber around face phone would hit floor not screen rubber case would hold securely without falling careful placing purse compartment would not scratch well dont think ill invest additional glass screen protector,1
bought go new s8 purchased best buy owned otterbox cases case way less bulky otterbox defender case galaxy s5 since carry phone front pocket s8 long thin wanted case solid back protect bending bent got car etc phone pocket case easy grip hold even wet hands no screen protector built s8 latest gorilla glass 5 havent dropped yet sure well protected case back case set finger hit fingerprint sensor without lookingor touching camera lens,1
first would like say love slim case phone past defender cases overly bulky felt like holding brick hand overall feel comfortable edges phone back protected however poor decision not encase entire phone cover screen due hardly call case defender know s8 water resistant think would comfortable add totally encased protection going places like beach pool phone case little month screen phone actually stood well however constantly take phone case clean since front rear not totally closed dirt debris gets needs wiped causes scratches overall pretty disappointing switching ghostek nautical case s8 hops full protection,1
always purchased defender series cases phones always rock solid particular iteration isnt quite par compared level protection offered past stems design phone curveedged screen part comes attempt not quite bulky guess enough people complained putting supersleek thin phone case three times size allinall otterbox decent not perfect job compromise solution still offers best protection available s8 youve already read million times no screen cover included curve screens edges make usual otterbox screen cover less useless isnt big issue fact still paying price less protection curve screen also led otterbox lower rim around edge phone good doesnt obscure screen also bad leaves screen much exposed possible impacts last thing bears mentioning may already read numerous times well holsterbeltclip doesnt clamp onto phone nearly securely past dont know maybe trying make easier remove phone holster comes easily way easily no surprise read complaints peoples phones falling holsters potential problem sure,1
second otter box used first motorola droid razr maxx four years without issues otter box made several nice improvements iteration wellengineered product use case recreational cycling activities guard phone damage road accidents ie crashes falls easy insert remove s8 case features dedicated insertremove tabs minimizes finger strain much appreciated given use case recreation insertremove phone several times week flexible rubber outer guard keeps dirt grime liquids providing responsive access s8 buttons strangely enough case provides pretty good access edges well finally feature closes deal noncontact protective screen cover minor note appreciate nondestructive packaging packagingbox nice option storing case not use,1
used otterbox past always think cases offer great protection however two things led pursue product return 1 port covers know wireless charging great feature s8 nothing android auto requires plug phone cars usb port charging port cover quickly became hindrance everytime stepped car probably could cut port id worry durability silicone piece 2 durability otterbox cases past every single one silicone cover stretch inevitable occurance matter happen neither two things bother great case otherwise,1
